generic-name,MachineLearningResearch-accession-number,type,unii,cas-number,iupac-name,smiles,Structure,Chembl,Average weight,Monoisotopic weight,Synonyms,Categories,Substituents
Ornipressin,,Biotech,1KTH6N080W,3397-23-7,,,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL1819440,,,"0    Ornipressin
Name: nan_synonyms, dtype: object","0                   Amino Acids, Peptides, and Proteins
1                                 Cardiovascular Agents
2                                            Coagulants
3                                    Hematologic Agents
4                                           Hemostatics
5                                              Hormones
6     Hormones, Hormone Substitutes, and Hormone Ant...
7                                 Nerve Tissue Proteins
8                                         Neuropeptides
9                                         Oligopeptides
10                                     Peptide Hormones
11                                             Peptides
12    Pituitary and Hypothalamic Hormones and Analogues
13                                   Pituitary Hormones
14                        Pituitary Hormones, Posterior
15                    Posterior Pituitary Lobe Hormones
16                                             Proteins
17    Systemic Hormonal Preparations, Excl. Sex Horm...
18                               Vasoconstrictor Agents
19                            Vasopressin and Analogues
20                                         Vasopressins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Sodium apolate,,Small Molecule,9461405D9F,25053-27-4,Not Available,Not Available,,,,,"0    Lyapolate sodium
1      Sodium apolate
Name: nan_synonyms, dtype: object","0                                                 Acids
1                                  Acids, Noncarboxylic
2                                               Alkenes
3                                  Antivaricose Therapy
4     Compounds used in a research, industrial, or h...
5                                 Hydrocarbons, Acyclic
6                             Macromolecular Substances
7     Phosphogluconate Dehydrogenase, antagonists & ...
8                                              Plastics
9                                              Polyenes
10                                             Polymers
11                                         Sulfur Acids
12                                     Sulfur Compounds
13                                      Vasoprotectives
14                                      Vinyl Compounds
Name: nan_cat, dtype: object",
Lentinan,,Small Molecule,6751655D1D,37339-90-5,Not Available,Not Available,,,,,"0    Lentinan
Name: nan_synonyms, dtype: object","0                               Adjuvants, Immunologic
1                                Antineoplastic Agents
2           Antineoplastic and Immunomodulating Agents
3                                         beta-Glucans
4                                        Carbohydrates
5    Compounds used in a research, industrial, or h...
6                                              Glucans
7                                  Immunologic Factors
8                                      Polysaccharides
Name: nan_cat, dtype: object",
Policresulen,,Small Molecule,6I19M5GB0G,101418-00-2,Not Available,Not Available,,,,,"0    Policresulen
Name: nan_synonyms, dtype: object","0                   Antiseptics and Disinfectants
1                             Benzene Derivatives
2                                 Dermatologicals
3          Genito Urinary System and Sex Hormones
4    Gynecological Antiinfectives and Antiseptics
5                     Pharmaceutical Preparations
6                          Phenol and Derivatives
7                                         Phenols
Name: nan_cat, dtype: object",
Tyrothricin,,Small Molecule,877376V2XW,1404-88-2,,,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL577736,,,"0      Bactratycin
1     Hydrotricine
2      Tirotricina
3      Tyrothricin
4     Tyrothricine
5    Tyrothricinum
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1                   Anti-Bacterial Agents
2                   Anti-Infective Agents
3            Anti-Infective Agents, Local
4             Antibiotics for Topical Use
5               Cholinesterase Inhibitors
6                         Dermatologicals
7                       Ophthalmologicals
8                                Peptides
9                        Peptides, Cyclic
10                         Sensory Organs
11                    Throat Preparations
Name: nan_cat, dtype: object",
Angiotensinamide,,Biotech,7WAL1X78KV,53-73-6,,,,https://www.ebi.ac.uk/chembldb/index.php/compound/inspect/CHEMBL409803,,,"0    Angiotensin amide
1     Angiotensinamida
2     Angiotensinamide
3    Angiotensinamidum
Name: nan_synonyms, dtype: object","0             Amino Acids, Peptides, and Proteins
1                                    Angiotensins
2                                       Autacoids
3                              Biological Factors
4     Cardiac Stimulants Excl. Cardiac Glycosides
5                                 Cardiac Therapy
6                           Cardiovascular Agents
7                          Inflammation Mediators
8                                   Oligopeptides
9                                        Peptides
10                         Vasoconstrictor Agents
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Alginic acid,,Small Molecule,8C3Z4148WZ,9005-32-7,,,,,,,"0      (Alginate)n
1    (Alginate)n+1
2            algin
3         alginate
4     Alginic acid
5          Norgine
Name: nan_synonyms, dtype: object","0                                        Acids, Acyclic
1                                      Acids, Aldehydic
2                                             Alginates
3                       Alimentary Tract and Metabolism
4                                         Carbohydrates
5     Compounds used in a research, industrial, or h...
6                      Drugs for Acid Related Disorders
7     Drugs for Peptic Ulcer and Gastro-Oesophageal ...
8                                          Glucuronates
9                                       Hexuronic Acids
10                                        Hydroxy Acids
11                                      Polysaccharides
12                                          Sugar Acids
13                                         Uronic Acids
Name: nan_cat, dtype: object",
Alipogene tiparvovec,,Biotech,20OK4AFR4Y,929881-05-0,,,,,,,"0    Alipogene tiparvovec
Name: nan_synonyms, dtype: object","0    Adeno-associated Viral Vector Therapies
1                     Lipid Modifying Agents
2              Lipid Modifying Agents, Plain
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
Althea root,,Small Molecule,TRW2FUF47H,Not Available,Not Available,Not Available,,,,,"0    Althaea officinalis root
Name: nan_synonyms, dtype: object","0    Cough and Cold Preparations
1                   Expectorants
Name: nan_cat, dtype: object",
Nebacumab,,Biotech,908FWN27WK,138661-01-5,,,,,,,"0    Nebacumab
Name: nan_synonyms, dtype: object","0     Amino Acids, Peptides, and Proteins
1     Antibacterial monoclonal antibodies
2                              Antibodies
3                  Antibodies, Monoclonal
4         Antiinfectives for Systemic Use
5                          Blood Proteins
6                               Globulins
7         Immune Sera and Immunoglobulins
8                        Immunoglobulin M
9                         Immunoglobulins
10                         Immunoproteins
11                               Proteins
12                        Serum Globulins
Name: nan_cat, dtype: object","Series([], Name: nan_subs, dtype: object)"
